nombre;abono;distrito;modalidad;mes;anio;fecha;alumno;edad;pago;menor_cantidad;adolescentes_cantidad;adultos_cantidad;all;nombre_sede;count_sede1;count_sede2;count_sede3;taller
Eric;200;Surco;Escolar;Octubre;2023;1/04/2023;Victoria;16;PLIN;0;1;0;1;Sede 2;0;1;0;Pintura
Lorraine;200;Miraflores;Verano;Marzo;2023;3/08/2023;Christopher;16;BCP;0;1;0;1;Sede 2;0;1;0;Comic
Randy;200;Miraflores;Escolar;Octubre;2023;16/03/2023;Jacqueline;15;Efectivo;0;1;0;1;Sede 1;1;0;0;Lettering
Christopher;200;SJL;Invierno;Octubre;2023;22/11/2023;Crystal;14;Efectivo;0;1;0;1;Sede 3;0;0;1;Pintura
Jacob;200;Molina;Invierno;Marzo;2023;22/10/2023;Stephen;16;Scotiabank;0;1;0;1;Sede 1;1;0;0;Pintura
Lisa;200;Villa el Salvador;Verano;Agosto;2023;23/12/2023;Jessica;16;Efectivo;0;1;0;1;Sede 1;1;0;0;Comic
Scott;200;Comas;Primavera;Octubre;2023;20/11/2023;Rodney;14;Efectivo;0;1;0;1;Sede 2;0;1;0;Manga
Kimberly;200;Surco;Otonio;Abril;2023;8/12/2023;Nathan;16;Yape;0;1;0;1;Sede 2;0;1;0;Lettering
Anna;200;Miraflores;Invierno;Febrero;2023;17/11/2023;Jeanne;16;Scotiabank;0;1;0;1;Sede 3;0;0;1;Comic
Eric;200;Miraflores;Escolar;Octubre;2023;13/06/2023;Bobby;13;BCP;0;1;0;1;Sede 3;0;0;1;Manga
Matthew;200;Miraflores;Otonio;Febrero;2023;6/05/2023;Andrea;16;BCP;0;1;0;1;Sede 3;0;0;1;Comic
Denise;200;Miraflores;Escolar;Octubre;2023;21/07/2023;Patricia;12;Efectivo;0;1;0;1;Sede 2;0;1;0;Lettering
Jessica;200;Surco;Escolar;Abril;2022;5/04/2022;Joanne;15;BCP;0;1;0;1;Sede 3;0;0;1;Manga
Jordan;200;Comas;Escolar;Abril;2022;5/04/2022;Samuel;15;BCP;0;1;0;1;Sede 1;1;0;0;Pintura
Derek;200;Surco;Escolar;Abril;2022;5/04/2022;Louis;15;PLIN;0;1;0;1;Sede 2;0;1;0;Manga
Michael;200;Miraflores;Escolar;Abril;2022;5/04/2022;Melissa;15;BVBA;0;1;0;1;Sede 3;0;0;1;Comic
Jessica;200;Surco;Escolar;Mayo;2022;3/05/2022;Joanne;15;BCP;0;1;0;1;Sede 3;0;0;1;Manga
Jordan;200;Comas;Escolar;Mayo;2022;3/05/2022;Samuel;15;BCP;0;1;0;1;Sede 1;1;0;0;Pintura
Derek;200;Surco;Escolar;Mayo;2022;3/05/2022;Louis;15;PLIN;0;1;0;1;Sede 2;0;1;0;Manga
Michael;200;Miraflores;Escolar;Mayo;2022;3/05/2022;Melissa;15;BVBA;0;1;0;1;Sede 3;0;0;1;Comic
Jessica;200;Surco;Escolar;Junio;2022;7/06/2022;Joanne;15;BCP;0;1;0;1;Sede 3;0;0;1;Manga
Jordan;200;Comas;Escolar;Junio;2022;7/06/2022;Samuel;15;BCP;0;1;0;1;Sede 1;1;0;0;Pintura
Derek;200;Surco;Escolar;Junio;2022;7/06/2022;Louis;15;PLIN;0;1;0;1;Sede 2;0;1;0;Manga
Michael;200;Miraflores;Escolar;Junio;2022;7/06/2022;Melissa;15;BVBA;0;1;0;1;Sede 3;0;0;1;Comic
Jessica;200;Surco;Escolar;Julio;2022;5/07/2022;Joanne;15;BCP;0;1;0;1;Sede 3;0;0;1;Manga
Jordan;200;Comas;Escolar;Julio;2022;5/07/2022;Samuel;15;BCP;0;1;0;1;Sede 1;1;0;0;Pintura
Derek;200;Surco;Escolar;Julio;2022;5/07/2022;Louis;15;PLIN;0;1;0;1;Sede 2;0;1;0;Manga
Michael;200;Miraflores;Escolar;Julio;2022;5/07/2022;Melissa;15;BVBA;0;1;0;1;Sede 3;0;0;1;Comic
Jessica;200;Surco;Escolar;Agosto;2022;2/08/2022;Joanne;15;BCP;0;1;0;1;Sede 3;0;0;1;Manga
Jordan;200;Comas;Escolar;Agosto;2022;2/08/2022;Samuel;15;BCP;0;1;0;1;Sede 1;1;0;0;Pintura
Derek;200;Surco;Escolar;Agosto;2022;2/08/2022;Louis;15;PLIN;0;1;0;1;Sede 2;0;1;0;Manga
Michael;200;Miraflores;Escolar;Agosto;2022;2/08/2022;Melissa;15;BVBA;0;1;0;1;Sede 3;0;0;1;Comic
Jessica;200;Surco;Escolar;Setiembre;2022;1/09/2022;Joanne;15;BCP;0;1;0;1;Sede 3;0;0;1;Manga
Jordan;200;Comas;Escolar;Setiembre;2022;1/09/2022;Samuel;15;BCP;0;1;0;1;Sede 1;1;0;0;Pintura
Derek;200;Surco;Escolar;Setiembre;2022;1/09/2022;Louis;15;PLIN;0;1;0;1;Sede 2;0;1;0;Manga
Michael;200;Miraflores;Escolar;Setiembre;2022;1/09/2022;Melissa;15;BVBA;0;1;0;1;Sede 3;0;0;1;Comic
Jessica;200;Surco;Escolar;Octubre;2022;4/10/2022;Joanne;15;BCP;0;1;0;1;Sede 3;0;0;1;Manga
Jordan;200;Comas;Escolar;Octubre;2022;4/10/2022;Samuel;15;BCP;0;1;0;1;Sede 1;1;0;0;Pintura
Derek;200;Surco;Escolar;Octubre;2022;4/10/2022;Louis;15;PLIN;0;1;0;1;Sede 2;0;1;0;Manga
Michael;200;Miraflores;Escolar;Octubre;2022;4/10/2022;Melissa;15;BVBA;0;1;0;1;Sede 3;0;0;1;Comic
Jessica;200;Surco;Escolar;Noviembre;2022;1/11/2022;Joanne;15;BCP;0;1;0;1;Sede 3;0;0;1;Manga
Jordan;200;Comas;Escolar;Noviembre;2022;1/11/2022;Samuel;15;BCP;0;1;0;1;Sede 1;1;0;0;Pintura
Derek;200;Surco;Escolar;Noviembre;2022;1/11/2022;Louis;15;PLIN;0;1;0;1;Sede 2;0;1;0;Manga
Michael;200;Miraflores;Escolar;Noviembre;2022;1/11/2022;Melissa;15;BVBA;0;1;0;1;Sede 3;0;0;1;Comic
Jessica;200;Surco;Escolar;Diciembre;2022;3/12/2022;Joanne;15;BCP;0;1;0;1;Sede 3;0;0;1;Manga
Jordan;200;Comas;Escolar;Diciembre;2022;3/12/2022;Samuel;15;BCP;0;1;0;1;Sede 1;1;0;0;Pintura
Derek;200;Surco;Escolar;Diciembre;2022;3/12/2022;Louis;15;PLIN;0;1;0;1;Sede 2;0;1;0;Manga
Michael;200;Miraflores;Escolar;Diciembre;2022;3/12/2022;Melissa;15;BVBA;0;1;0;1;Sede 3;0;0;1;Comic
Rebecca;200;Brenia;Invierno;Diciembre;2019;1/09/2019;Mary;15;Scotiabank;0;1;0;1;Sede 2;0;1;0;Dibujo
Courtney;200;Villa el Salvador;Primavera;Setiembre;2019;16/02/2019;Mark;15;BCP;0;1;0;1;Sede 1;1;0;0;Pintura
Frank;200;Brenia;Verano;Enero;2019;4/03/2019;David;15;Yape;0;1;0;1;Sede 1;1;0;0;Manga
Latoya;200;Miraflores;Otonio;Octubre;2019;25/04/2019;Harold;15;BVBA;0;1;0;1;Sede 2;0;1;0;Comic
Gary;200;Comas;Invierno;Diciembre;2019;22/12/2019;Sean;15;BCP;0;1;0;1;Sede 1;1;0;0;Comic
Eric;200;Miraflores;Otonio;Marzo;2019;17/01/2019;Karen;15;Efectivo;0;1;0;1;Sede 3;0;0;1;Pintura
Maria;200;Molina;Primavera;Enero;2019;3/02/2019;Jeffery;15;Scotiabank;0;1;0;1;Sede 1;1;0;0;Comic
Steven;200;Surco;Primavera;Diciembre;2019;23/01/2019;Joseph;15;PLIN;0;1;0;1;Sede 1;1;0;0;Comic
Robin;200;Villa el Salvador;Primavera;Mayo;2019;29/06/2019;Kelli;15;BCP;0;1;0;1;Sede 3;0;0;1;Lettering
Joshua;200;Miraflores;Otonio;Junio;2019;29/12/2019;Jessica;15;BVBA;0;1;0;1;Sede 3;0;0;1;Manga
Teresa;200;Brenia;Escolar;Mayo;2019;2/10/2019;Rodney;15;PLIN;0;1;0;1;Sede 1;1;0;0;Dibujo
Julian;200;SJL;Primavera;Setiembre;2019;5/12/2019;Crystal;15;Efectivo;0;1;0;1;Sede 2;0;1;0;Manga
Sara;200;SJL;Primavera;Marzo;2019;24/10/2019;Jonathan;15;BVBA;0;1;0;1;Sede 1;1;0;0;Dibujo
Joseph;200;Surco;Verano;Junio;2019;10/03/2019;Natasha;15;BCP;0;1;0;1;Sede 1;1;0;0;Manga
Gail;200;Brenia;Verano;Febrero;2019;1/09/2019;Richard;15;Yape;0;1;0;1;Sede 1;1;0;0;Comic
Emily;200;Villa el Salvador;Invierno;Octubre;2019;9/11/2019;Daniel;15;Yape;0;1;0;1;Sede 1;1;0;0;Pintura
Jenny;200;Comas;Otonio;Agosto;2019;16/11/2019;Shannon;15;PLIN;0;1;0;1;Sede 1;1;0;0;Pintura
Sandra;200;Surco;Primavera;Junio;2019;3/08/2019;William;15;BCP;0;1;0;1;Sede 1;1;0;0;Comic
Bryan;200;Miraflores;Primavera;Julio;2020;28/08/2020;Katherine;15;PLIN;0;1;0;1;Sede 3;0;0;1;Dibujo
Tracey;200;Villa el Salvador;Verano;Julio;2020;22/11/2020;John;15;BCP;0;1;0;1;Sede 1;1;0;0;Lettering
Charles;200;Surco;Primavera;Febrero;2020;23/01/2020;Thomas;15;Efectivo;0;1;0;1;Sede 1;1;0;0;Pintura
Michael;200;Surco;Otonio;Febrero;2020;2/03/2020;Tiffany;15;PLIN;0;1;0;1;Sede 2;0;1;0;Dibujo
Heather;200;Surco;Verano;Julio;2020;19/06/2020;David;15;BVBA;0;1;0;1;Sede 1;1;0;0;Dibujo
Laura;200;Brenia;Verano;Diciembre;2020;25/07/2020;Joanna;15;Scotiabank;0;1;0;1;Sede 1;1;0;0;Dibujo
Daniel;200;Brenia;Primavera;Setiembre;2020;22/03/2020;Brian;15;BVBA;0;1;0;1;Sede 2;0;1;0;Lettering
Christine;200;Surco;Otonio;Enero;2020;24/05/2020;Victoria;15;Scotiabank;0;1;0;1;Sede 2;0;1;0;Manga
Thomas;200;Molina;Escolar;Febrero;2020;3/07/2020;Julie;15;Efectivo;0;1;0;1;Sede 2;0;1;0;Pintura
Robert;200;Surco;Escolar;Julio;2020;24/01/2020;Samuel;15;Efectivo;0;1;0;1;Sede 2;0;1;0;Lettering
Cindy;200;Surco;Invierno;Abril;2020;13/02/2020;Andrea;15;Scotiabank;0;1;0;1;Sede 2;0;1;0;Manga
Tammy;200;Surco;Otonio;Setiembre;2020;30/10/2020;Erica;15;PLIN;0;1;0;1;Sede 1;1;0;0;Manga
Renee;200;Villa el Salvador;Verano;Febrero;2020;22/01/2020;Cynthia;15;Scotiabank;0;1;0;1;Sede 1;1;0;0;Pintura
Dana;200;Miraflores;Verano;Setiembre;2020;30/05/2020;Robin;15;BCP;0;1;0;1;Sede 2;0;1;0;Manga
Jimmy;200;SJL;Invierno;Diciembre;2020;31/03/2020;Christopher;15;Yape;0;1;0;1;Sede 3;0;0;1;Comic
Sean;200;Molina;Invierno;Junio;2020;17/02/2020;Michael;15;Scotiabank;0;1;0;1;Sede 2;0;1;0;Dibujo
Jennifer;200;Molina;Verano;Octubre;2020;27/06/2020;Edward;15;Scotiabank;0;1;0;1;Sede 1;1;0;0;Manga
Joshua;200;Comas;Escolar;Abril;2020;15/03/2020;George;15;BCP;0;1;0;1;Sede 1;1;0;0;Manga
Tanner;200;Surco;Escolar;Diciembre;2020;1/10/2020;Donna;15;BVBA;0;1;0;1;Sede 2;0;1;0;Lettering
Cody;200;Surco;Verano;Mayo;2020;14/02/2020;Matthew;15;Yape;0;1;0;1;Sede 3;0;0;1;Comic
Mark;200;Villa el Salvador;Verano;Febrero;2020;4/02/2020;Allison;15;PLIN;0;1;0;1;Sede 2;0;1;0;Dibujo
Terri;200;Surco;Verano;Setiembre;2020;9/09/2020;Jason;15;BCP;0;1;0;1;Sede 3;0;0;1;Dibujo
Jose;200;Surco;Invierno;Setiembre;2020;6/03/2020;Ronald;15;Scotiabank;0;1;0;1;Sede 1;1;0;0;Pintura
Tyler;200;Miraflores;Otonio;Mayo;2020;12/06/2020;Billy;15;Scotiabank;0;1;0;1;Sede 1;1;0;0;Dibujo
Tina;200;Miraflores;Otonio;Setiembre;2020;30/07/2020;Megan;15;PLIN;0;1;0;1;Sede 3;0;0;1;Pintura
Jonathan;200;Comas;Escolar;Enero;2023;5/11/2023;Sherri;15;PLIN;0;1;0;1;Sede 3;0;0;1;Lettering
Lance;200;SJL;Escolar;Octubre;2023;12/01/2023;Alexis;12;PLIN;0;1;0;1;Sede 3;0;0;1;Comic
Kathryn;200;Molina;Verano;Octubre;2023;9/09/2023;Douglas;12;BCP;0;1;0;1;Sede 2;0;1;0;Lettering
Yolanda;200;Surco;Primavera;Febrero;2023;18/08/2023;Jose;15;Scotiabank;0;1;0;1;Sede 2;0;1;0;Lettering
Kevin;200;Villa el Salvador;Escolar;Octubre;2023;13/09/2023;Tammy;10;BVBA;1;0;0;1;Sede 1;1;0;0;Lettering
Michael;200;SJL;Invierno;Febrero;2023;11/02/2023;Beth;15;BVBA;0;1;0;1;Sede 2;0;1;0;Lettering
Jeffrey;200;Brenia;Verano;Agosto;2023;16/07/2023;Maxwell;15;BVBA;0;1;0;1;Sede 3;0;0;1;Comic
Terry;200;Brenia;Verano;Setiembre;2023;29/12/2023;Ronald;15;BCP;0;1;0;1;Sede 2;0;1;0;Manga
Michael;200;SJL;Otonio;Octubre;2023;10/10/2023;Shawna;15;Yape;0;1;0;1;Sede 3;0;0;1;Dibujo
Adrian;200;Miraflores;Verano;Julio;2023;22/05/2023;Robert;15;PLIN;0;1;0;1;Sede 2;0;1;0;Dibujo
Abigail;200;Villa el Salvador;Otonio;Abril;2023;3/02/2023;Eric;15;Scotiabank;0;1;0;1;Sede 1;1;0;0;Lettering
Robert;200;Miraflores;Invierno;Setiembre;2023;29/12/2023;Nichole;15;Yape;0;1;0;1;Sede 3;0;0;1;Dibujo
Robert;200;Brenia;Invierno;Febrero;2023;17/01/2023;Maureen;15;PLIN;0;1;0;1;Sede 1;1;0;0;Dibujo
Henry;200;SJL;Primavera;Junio;2023;28/06/2023;Christopher;15;Efectivo;0;1;0;1;Sede 3;0;0;1;Manga
James;200;Molina;Primavera;Abril;2023;15/03/2023;Stephanie;15;Yape;0;1;0;1;Sede 3;0;0;1;Lettering
Melanie;200;Miraflores;Otonio;Febrero;2023;15/01/2023;Ernest;15;Efectivo;0;1;0;1;Sede 1;1;0;0;Lettering
Nichole;200;Miraflores;Invierno;Marzo;2023;16/08/2023;Laura;15;PLIN;0;1;0;1;Sede 3;0;0;1;Comic
Michele;200;Molina;Verano;Octubre;2023;7/07/2023;Paul;15;Scotiabank;0;1;0;1;Sede 2;0;1;0;Manga
Erica;200;Surco;Escolar;Enero;2023;20/04/2023;Ricky;15;BCP;0;1;0;1;Sede 3;0;0;1;Manga
Jared;200;Villa el Salvador;Otonio;Octubre;2023;13/11/2023;Christopher;10;Yape;1;0;0;1;Sede 1;1;0;0;Dibujo
Margaret;200;Surco;Invierno;Mayo;2023;7/03/2023;Allison;15;Scotiabank;0;1;0;1;Sede 2;0;1;0;Dibujo
William;200;Surco;Escolar;Febrero;2023;2/04/2023;Caleb;15;BVBA;0;1;0;1;Sede 3;0;0;1;Comic
Jose;200;SJL;Primavera;Mayo;2023;10/08/2023;Ashley;15;Yape;0;1;0;1;Sede 2;0;1;0;Lettering
Kayla;200;Molina;Primavera;Setiembre;2023;26/09/2023;Joshua;15;BCP;0;1;0;1;Sede 2;0;1;0;Pintura
Michael;200;SJL;Escolar;Octubre;2023;13/03/2023;Lauren;9;Yape;1;0;0;1;Sede 2;0;1;0;Lettering
Heather;200;SJL;Invierno;Junio;2023;12/12/2023;Douglas;15;Efectivo;0;1;0;1;Sede 3;0;0;1;Comic
Bryan;200;Brenia;Escolar;Octubre;2023;19/08/2023;Danielle;9;Efectivo;1;0;0;1;Sede 2;0;1;0;Dibujo
Monica;200;Villa el Salvador;Escolar;Abril;2022;5/04/2022;Nathan;14;PLIN;0;1;0;1;Sede 1;1;0;0;Lettering
Lori;200;Comas;Escolar;Abril;2022;5/04/2022;William;14;Efectivo;0;1;0;1;Sede 2;0;1;0;Dibujo
Jerry;200;Surco;Escolar;Abril;2022;5/04/2022;Ashley;14;Yape;0;1;0;1;Sede 1;1;0;0;Lettering
Mary;200;Miraflores;Escolar;Abril;2022;5/04/2022;Christine;14;BCP;0;1;0;1;Sede 2;0;1;0;Pintura
Monica;200;Villa el Salvador;Escolar;Mayo;2022;3/05/2022;Nathan;14;PLIN;0;1;0;1;Sede 1;1;0;0;Lettering
Lori;200;Comas;Escolar;Mayo;2022;3/05/2022;William;14;Efectivo;0;1;0;1;Sede 2;0;1;0;Dibujo
Jerry;200;Surco;Escolar;Mayo;2022;3/05/2022;Ashley;14;Yape;0;1;0;1;Sede 1;1;0;0;Lettering
Mary;200;Miraflores;Escolar;Mayo;2022;3/05/2022;Christine;14;BCP;0;1;0;1;Sede 2;0;1;0;Pintura
Monica;200;Villa el Salvador;Escolar;Junio;2022;7/06/2022;Nathan;14;PLIN;0;1;0;1;Sede 1;1;0;0;Lettering
Lori;200;Comas;Escolar;Junio;2022;7/06/2022;William;14;Efectivo;0;1;0;1;Sede 2;0;1;0;Dibujo
Jerry;200;Surco;Escolar;Junio;2022;7/06/2022;Ashley;14;Yape;0;1;0;1;Sede 1;1;0;0;Lettering
Mary;200;Miraflores;Escolar;Junio;2022;7/06/2022;Christine;14;BCP;0;1;0;1;Sede 2;0;1;0;Pintura
Monica;200;Villa el Salvador;Escolar;Julio;2022;5/07/2022;Nathan;14;PLIN;0;1;0;1;Sede 1;1;0;0;Lettering
Lori;200;Molina;Escolar;Julio;2022;5/07/2022;William;14;Efectivo;0;1;0;1;Sede 2;0;1;0;Dibujo
Jerry;200;Villa el Salvador;Escolar;Julio;2022;5/07/2022;Ashley;14;Yape;0;1;0;1;Sede 1;1;0;0;Lettering
Mary;200;Comas;Escolar;Julio;2022;5/07/2022;Christine;14;BCP;0;1;0;1;Sede 2;0;1;0;Pintura
Monica;200;Villa el Salvador;Escolar;Agosto;2022;2/08/2022;Nathan;14;PLIN;0;1;0;1;Sede 1;1;0;0;Lettering
Lori;200;Molina;Escolar;Agosto;2022;2/08/2022;William;14;Efectivo;0;1;0;1;Sede 2;0;1;0;Dibujo
Jerry;200;Villa el Salvador;Escolar;Agosto;2022;2/08/2022;Ashley;14;Yape;0;1;0;1;Sede 1;1;0;0;Lettering
Mary;200;Comas;Escolar;Agosto;2022;2/08/2022;Christine;14;BCP;0;1;0;1;Sede 2;0;1;0;Pintura
Monica;200;Villa el Salvador;Escolar;Setiembre;2022;1/09/2022;Nathan;14;PLIN;0;1;0;1;Sede 1;1;0;0;Lettering
Lori;200;Molina;Escolar;Setiembre;2022;1/09/2022;William;14;Efectivo;0;1;0;1;Sede 2;0;1;0;Dibujo
Jerry;200;Villa el Salvador;Escolar;Setiembre;2022;1/09/2022;Ashley;14;Yape;0;1;0;1;Sede 1;1;0;0;Lettering
Mary;200;Comas;Escolar;Setiembre;2022;1/09/2022;Christine;14;BCP;0;1;0;1;Sede 2;0;1;0;Pintura
Monica;200;Villa el Salvador;Escolar;Octubre;2022;4/10/2022;Nathan;14;PLIN;0;1;0;1;Sede 1;1;0;0;Lettering
Lori;200;Molina;Escolar;Octubre;2022;4/10/2022;William;14;Efectivo;0;1;0;1;Sede 2;0;1;0;Dibujo
Jerry;200;Villa el Salvador;Escolar;Octubre;2022;4/10/2022;Ashley;14;Yape;0;1;0;1;Sede 1;1;0;0;Lettering
Mary;200;Comas;Escolar;Octubre;2022;4/10/2022;Christine;14;BCP;0;1;0;1;Sede 2;0;1;0;Pintura
Monica;200;Villa el Salvador;Escolar;Noviembre;2022;1/11/2022;Nathan;14;PLIN;0;1;0;1;Sede 1;1;0;0;Lettering
Lori;200;Molina;Escolar;Noviembre;2022;1/11/2022;William;14;Efectivo;0;1;0;1;Sede 2;0;1;0;Dibujo
Jerry;200;Villa el Salvador;Escolar;Noviembre;2022;1/11/2022;Ashley;14;Yape;0;1;0;1;Sede 1;1;0;0;Lettering
Mary;200;Comas;Escolar;Noviembre;2022;1/11/2022;Christine;14;BCP;0;1;0;1;Sede 2;0;1;0;Pintura
Monica;200;Villa el Salvador;Escolar;Diciembre;2022;3/12/2022;Nathan;14;PLIN;0;1;0;1;Sede 1;1;0;0;Lettering
Lori;200;Molina;Escolar;Diciembre;2022;3/12/2022;William;14;Efectivo;0;1;0;1;Sede 2;0;1;0;Dibujo
Jerry;200;Villa el Salvador;Escolar;Diciembre;2022;3/12/2022;Ashley;14;Yape;0;1;0;1;Sede 1;1;0;0;Lettering
Mary;200;Comas;Escolar;Diciembre;2022;3/12/2022;Christine;14;BCP;0;1;0;1;Sede 2;0;1;0;Pintura
Tammy;200;Villa el Salvador;Escolar;Diciembre;2019;6/08/2019;Rachel;14;BCP;0;1;0;1;Sede 2;0;1;0;Lettering
Carl;200;Comas;Primavera;Junio;2019;30/08/2019;James;14;Scotiabank;0;1;0;1;Sede 1;1;0;0;Lettering
Lance;200;Comas;Verano;Octubre;2019;12/10/2019;Sharon;14;PLIN;0;1;0;1;Sede 1;1;0;0;Comic
Amber;200;Villa el Salvador;Verano;Noviembre;2019;28/02/2019;Christopher;14;Efectivo;0;1;0;1;Sede 3;0;0;1;Lettering
Kevin;200;Molina;Verano;Noviembre;2019;19/03/2019;Sarah;14;PLIN;0;1;0;1;Sede 3;0;0;1;Dibujo
Gregory;200;Miraflores;Verano;Mayo;2019;20/07/2019;Samantha;14;Yape;0;1;0;1;Sede 1;1;0;0;Comic
Paul;200;Comas;Escolar;Octubre;2019;24/02/2019;Eddie;14;BCP;0;1;0;1;Sede 1;1;0;0;Pintura
Wendy;200;Molina;Primavera;Diciembre;2019;24/12/2019;Joseph;14;BVBA;0;1;0;1;Sede 3;0;0;1;Manga
Jordan;200;Brenia;Primavera;Julio;2019;20/07/2019;Mark;14;PLIN;0;1;0;1;Sede 2;0;1;0;Lettering
Lisa;200;Miraflores;Otonio;Febrero;2019;10/10/2019;Hannah;14;BCP;0;1;0;1;Sede 1;1;0;0;Dibujo
Steven;200;Molina;Otonio;Junio;2019;13/08/2019;Brandon;14;BVBA;0;1;0;1;Sede 2;0;1;0;Pintura
Daniel;200;Molina;Otonio;Octubre;2019;25/04/2019;Heather;14;PLIN;0;1;0;1;Sede 3;0;0;1;Dibujo
Jason;200;Molina;Invierno;Enero;2019;28/06/2019;Ross;14;BCP;0;1;0;1;Sede 1;1;0;0;Comic
Lisa;200;Villa el Salvador;Verano;Octubre;2019;22/06/2019;Jo;14;PLIN;0;1;0;1;Sede 1;1;0;0;Lettering
Adam;200;SJL;Verano;Noviembre;2020;2/11/2020;Crystal;14;BVBA;0;1;0;1;Sede 3;0;0;1;Comic
Matthew;200;Comas;Otonio;Abril;2020;24/03/2020;Steven;14;BCP;0;1;0;1;Sede 1;1;0;0;Dibujo
Darlene;200;Miraflores;Verano;Diciembre;2020;16/06/2020;Virginia;14;PLIN;0;1;0;1;Sede 3;0;0;1;Lettering
Gabrielle;200;Brenia;Otonio;Julio;2020;25/08/2020;Kyle;14;Yape;0;1;0;1;Sede 2;0;1;0;Manga
Whitney;200;Miraflores;Invierno;Marzo;2020;23/04/2020;James;14;Yape;0;1;0;1;Sede 2;0;1;0;Manga
Stacey;200;Molina;Verano;Octubre;2020;3/10/2020;Jennifer;14;Efectivo;0;1;0;1;Sede 3;0;0;1;Comic
Adam;200;Comas;Verano;Setiembre;2020;31/05/2020;Zachary;14;Yape;0;1;0;1;Sede 3;0;0;1;Lettering
Sarah;200;Villa el Salvador;Escolar;Febrero;2020;9/12/2020;Eduardo;14;Efectivo;0;1;0;1;Sede 1;1;0;0;Pintura
Dalton;200;SJL;Invierno;Setiembre;2020;8/03/2020;Amy;14;Scotiabank;0;1;0;1;Sede 3;0;0;1;Comic
Thomas;200;Villa el Salvador;Otonio;Diciembre;2020;23/07/2020;Alexis;14;BVBA;0;1;0;1;Sede 1;1;0;0;Comic
Sara;200;Miraflores;Otonio;Febrero;2020;12/11/2020;Jason;14;Efectivo;0;1;0;1;Sede 2;0;1;0;Pintura
Michael;200;Villa el Salvador;Otonio;Noviembre;2020;24/09/2020;Elizabeth;14;BVBA;0;1;0;1;Sede 2;0;1;0;Lettering
Julie;200;Villa el Salvador;Primavera;Junio;2020;27/01/2020;Richard;14;PLIN;0;1;0;1;Sede 2;0;1;0;Pintura
Alexandria;200;Villa el Salvador;Escolar;Enero;2020;30/03/2020;Stephanie;14;Scotiabank;0;1;0;1;Sede 1;1;0;0;Dibujo
Patrick;200;Villa el Salvador;Verano;Noviembre;2020;24/08/2020;Tracey;14;Scotiabank;0;1;0;1;Sede 2;0;1;0;Manga
Randy;200;Molina;Invierno;Junio;2020;26/10/2020;Lauren;14;BVBA;0;1;0;1;Sede 2;0;1;0;Dibujo
Jack;200;Miraflores;Otonio;Abril;2020;20/12/2020;Kent;14;Scotiabank;0;1;0;1;Sede 1;1;0;0;Manga
Peter;200;Comas;Invierno;Abril;2020;9/10/2020;John;14;BVBA;0;1;0;1;Sede 1;1;0;0;Dibujo
William;200;Brenia;Primavera;Marzo;2023;6/05/2023;Brandon;14;BCP;0;1;0;1;Sede 1;1;0;0;Lettering
Erik;200;SJL;Verano;Enero;2023;26/07/2023;Stephen;14;Scotiabank;0;1;0;1;Sede 2;0;1;0;Comic
Todd;200;SJL;Verano;Octubre;2023;1/01/2023;Brandon;14;BVBA;0;1;0;1;Sede 2;0;1;0;Dibujo
Justin;200;Comas;Primavera;Enero;2023;6/12/2023;Loretta;14;Efectivo;0;1;0;1;Sede 2;0;1;0;Pintura
Robin;200;Miraflores;Primavera;Octubre;2023;9/01/2023;Deborah;6;Efectivo;1;0;0;1;Sede 1;1;0;0;Comic
Tyler;200;Surco;Otonio;Enero;2023;27/11/2023;Paul;14;PLIN;0;1;0;1;Sede 1;1;0;0;Dibujo
Carla;200;Miraflores;Invierno;Octubre;2023;25/08/2023;Michael;6;BCP;1;0;0;1;Sede 2;0;1;0;Dibujo
Spencer;200;SJL;Verano;Octubre;2023;7/06/2023;Nancy;14;Yape;0;1;0;1;Sede 2;0;1;0;Pintura
Kristi;200;Brenia;Escolar;Marzo;2023;11/01/2023;Brandon;14;BCP;0;1;0;1;Sede 1;1;0;0;Pintura
Jeffrey;200;Comas;Otonio;Julio;2023;25/08/2023;Jason;14;BVBA;0;1;0;1;Sede 2;0;1;0;Pintura
Kim;200;Brenia;Invierno;Febrero;2023;23/07/2023;Kirsten;14;Efectivo;0;1;0;1;Sede 3;0;0;1;Manga
Jennifer;200;Brenia;Otonio;Marzo;2023;26/09/2023;Laura;14;BVBA;0;1;0;1;Sede 3;0;0;1;Dibujo
Charles;200;SJL;Escolar;Marzo;2023;3/01/2023;William;14;Scotiabank;0;1;0;1;Sede 3;0;0;1;Lettering
Andrew;200;Comas;Verano;Enero;2023;31/07/2023;Sara;14;Scotiabank;0;1;0;1;Sede 2;0;1;0;Pintura
Rachael;200;SJL;Invierno;Abril;2023;30/09/2023;Angie;14;BCP;0;1;0;1;Sede 1;1;0;0;Lettering
Elizabeth;200;Villa el Salvador;Escolar;Octubre;2023;23/05/2023;Jeffrey;6;BVBA;1;0;0;1;Sede 3;0;0;1;Comic
Andrew;200;Villa el Salvador;Invierno;Enero;2023;2/06/2023;Kelly;14;Scotiabank;0;1;0;1;Sede 2;0;1;0;Dibujo
Eric;200;Villa el Salvador;Primavera;Febrero;2023;18/08/2023;Christopher;14;PLIN;0;1;0;1;Sede 3;0;0;1;Dibujo
